0.085714,0.000000
0.085737,7.453540
0.085760,14.855734
0.085782,22.156025
0.085805,29.305435
0.085828,36.257309
0.085850,42.967995
0.085873,49.397472
0.085896,55.509926
0.085918,61.274136
0.085941,66.663902
0.085964,71.658264
0.085986,76.241638
0.086009,80.403862
0.086032,84.140099
0.086054,87.450684
0.086077,90.340889
0.086100,92.820450
0.086122,94.903290
0.086145,96.606918
0.086168,97.951942
0.086190,98.961533
0.086213,99.660744
0.086236,100.076080
0.086259,100.234810
0.086281,100.164452
0.086304,99.892311
0.086327,99.444969
0.086349,98.847984
0.086372,98.125397
0.086395,97.299637
0.086417,96.391190
0.086440,95.418564
0.086463,94.398117
0.086485,93.344162
0.086508,92.268929
0.086531,91.182716
0.086553,90.093979
0.086576,89.009514
0.086599,87.934662
0.086621,86.873436
0.086644,85.828804
0.086667,84.802795
0.086689,83.796700
0.086712,82.811203
0.086735,81.846550
0.086757,80.902534
0.086780,79.978737
0.086803,79.074333
0.086825,78.188286
0.086848,77.319145
0.086871,76.465164
0.086893,75.624130
0.086916,74.793236
0.086939,73.969147
0.086961,73.147812
0.086984,72.324356
0.087007,71.493172
0.087029,70.647758
0.087052,69.780769
0.087075,68.884041
0.087098,67.948631
0.087120,66.965034
0.087143,65.923103
0.087166,64.812447
0.087188,63.622551
0.087211,62.342953
0.087234,60.963600
0.087256,59.475029
0.087279,57.868725
0.087302,56.137344
0.087324,54.275002
0.087347,52.277493
0.087370,50.142551
0.087392,47.869999
0.087415,45.461887
0.087438,42.922634
0.087460,40.258999
0.087483,37.480114
0.087506,34.597424
0.087528,31.624491
0.087551,28.576893
0.087574,25.471958
0.087596,22.328468
0.087619,19.166386
0.087642,16.006481
0.087664,12.869963
0.087687,9.778129
0.087710,6.751955
0.087732,3.811742
0.087755,0.976743
0.087778,-1.735149
0.087800,-4.307713
0.087823,-6.726639
0.087846,-8.979741
0.087868,-11.057105
0.087891,-12.951192
0.087914,-14.656882
0.087937,-16.171453
0.087959,-17.494524
0.087982,-18.627922
0.088005,-19.575537
0.088027,-20.343102
0.088050,-20.937981
0.088073,-21.368893
0.088095,-21.645634
0.088118,-21.778818
0.088141,-21.779583
0.088163,-21.659313
0.088186,-21.429390
0.088209,-21.100958
0.088231,-20.684721
0.088254,-20.190777
0.088277,-19.628468
0.088299,-19.006279
0.088322,-18.331793
0.088345,-17.611649
0.088367,-16.851555
0.088390,-16.056332
0.088413,-15.229963
0.088435,-14.375710
0.088458,-13.496193
0.088481,-12.593513
0.088503,-11.669373
0.088526,-10.725200
0.088549,-9.762254
0.088571,-8.781729
0.088594,-7.784851
0.088617,-6.772938
0.088639,-5.747459
0.088662,-4.710069
0.088685,-3.662616
0.088707,-2.607132
0.088730,-1.545819
0.088753,-0.481001
0.088776,0.584914
0.088798,1.649494
0.088821,2.710340
0.088844,3.765135
0.088866,4.811696
0.088889,5.848001
0.088912,6.872225
0.088934,7.882735
0.088957,8.878077
0.088980,9.856940
0.089002,10.818108
0.089025,11.760384
