0.000000,0.000000
0.000023,0.050336
0.000045,0.100552
0.000068,0.150305
0.000091,0.199258
0.000113,0.247086
0.000136,0.293482
0.000159,0.338163
0.000181,0.380870
0.000204,0.421375
0.000227,0.459480
0.000249,0.495025
0.000272,0.527883
0.000295,0.557966
0.000317,0.585219
0.000340,0.609626
0.000363,0.631203
0.000385,0.650000
0.000408,0.666094
0.000431,0.679591
0.000454,0.690617
0.000476,0.699319
0.000499,0.705859
0.000522,0.710410
0.000544,0.713152
0.000567,0.714269
0.000590,0.713945
0.000612,0.712362
0.000635,0.709693
0.000658,0.706104
0.000680,0.701751
0.000703,0.696778
0.000726,0.691313
0.000748,0.685472
0.000771,0.679358
0.000794,0.673057
0.000816,0.666643
0.000839,0.660179
0.000862,0.653713
0.000884,0.647285
0.000907,0.640925
0.000930,0.634655
0.000952,0.628492
0.000975,0.622445
0.000998,0.616522
0.001020,0.610723
0.001043,0.605049
0.001066,0.599499
0.001088,0.594065
0.001111,0.588742
0.001134,0.583519
0.001156,0.578384
0.001179,0.573321
0.001202,0.568309
0.001224,0.563323
0.001247,0.558333
0.001270,0.553301
0.001293,0.548184
0.001315,0.542931
0.001338,0.537486
0.001361,0.531783
0.001383,0.525753
0.001406,0.519318
0.001429,0.512399
0.001451,0.504909
0.001474,0.496765
0.001497,0.487879
0.001519,0.478168
0.001542,0.467551
0.001565,0.455956
0.001587,0.443318
0.001610,0.429584
0.001633,0.414714
0.001655,0.398680
0.001678,0.381475
0.001701,0.363108
0.001723,0.343605
0.001746,0.323013
0.001769,0.301400
0.001791,0.278850
0.001814,0.255467
0.001837,0.231372
0.001859,0.206702
0.001882,0.181604
0.001905,0.156240
0.001927,0.130777
0.001950,0.105390
0.001973,0.080253
0.001995,0.055542
0.002018,0.031427
0.002041,0.008071
0.002063,-0.014371
0.002086,-0.035758
0.002109,-0.055964
0.002132,-0.074879
0.002154,-0.092411
0.002177,-0.108487
0.002200,-0.123054
0.002222,-0.136078
0.002245,-0.147545
0.002268,-0.157461
0.002290,-0.165846
